,STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Transgender.upto.14.years,Transgender.15.29.years,Transgender.30.44.years,Transgender.45.59.years,Transgender.60.years.and.above,Total.Transgender,Grand.Total
4558,TOTAL (STATES),2005,,HERO WORSHIP,5,29,45,42,20,141,1,39,18,10,5,73,0,0,0,0,0,0,214
5103,TOTAL (STATES),2005,,ILLEGITIMATE PREGNANCY,1,4,2,0,0,7,3,116,41,4,0,164,0,0,0,0,0,0,171
5648,TOTAL (STATES),2005,,LOVE AFFAIRS,36,1223,484,43,4,1790,58,1260,313,14,1,1646,0,0,0,0,0,0,3436
6193,TOTAL (STATES),2005,,MARITAL ISSUES,17,583,492,194,30,1316,30,1042,700,150,4,1926,0,0,0,0,0,0,3242
6739,TOTAL (STATES),2005,,MENTAL HEALTH,32,1319,1740,1254,554,4899,39,831,826,614,314,2624,0,0,0,0,0,0,7523
7285,TOTAL (STATES),2005,,OTHERS,471,3857,4700,2812,1059,12899,264,2467,2028,1097,428,6284,0,0,0,0,0,0,19183
7870,TOTAL (STATES),2005,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",2,25,26,13,1,67,5,94,26,9,1,135,0,0,0,0,0,0,202
8376,TOTAL (STATES),2005,,SOCIETAL ISSUES,8,379,338,219,65,1009,11,259,164,62,29,525,0,0,0,0,0,0,1534
229,TOTAL (STATES),2006,,CAUSES NOT KNOWN,293,3849,3986,2410,829,11367,237,2306,1574,727,276,5120,0,0,0,0,0,0,16487
775,TOTAL (STATES),2006,,DEATH OF DEAR PERSON,5,100,184,132,48,469,7,121,120,122,24,394,0,0,0,0,0,0,863
1321,TOTAL (STATES),2006,,DOWRY DISPUTE,0,32,27,1,0,60,1,1658,525,21,1,2206,0,0,0,0,0,0,2266
1867,TOTAL (STATES),2006,,DRUG ABUSE,3,442,1033,479,113,2070,5,29,32,11,9,86,0,0,0,0,0,0,2156
2413,TOTAL (STATES),2006,,ECONOMIC ISSUES,19,2138,3816,2520,568,9061,27,541,780,540,110,1998,0,0,0,0,0,0,11059
2959,TOTAL (STATES),2006,,EXAM FAILURE,241,1026,48,6,1,1322,266,733,23,3,0,1025,0,0,0,0,0,0,2347
3505,TOTAL (STATES),2006,,FAMILY PROBLEMS,125,5215,7146,4383,1430,18299,160,5535,3798,1840,549,11882,0,0,0,0,0,0,30181
4051,TOTAL (STATES),2006,,HEALTH ISSUES,83,2507,3779,3305,2089,11763,129,2207,2007,1341,833,6517,0,0,0,0,0,0,18280
4596,TOTAL (STATES),2006,,HERO WORSHIP,3,56,81,29,11,180,3,58,38,9,1,109,0,0,0,0,0,0,289
5141,TOTAL (STATES),2006,,ILLEGITIMATE PREGNANCY,0,2,0,0,0,2,10,168,68,8,0,254,0,0,0,0,0,0,256
5686,TOTAL (STATES),2006,,LOVE AFFAIRS,17,1506,596,36,0,2155,38,1437,347,18,1,1841,0,0,0,0,0,0,3996
6232,TOTAL (STATES),2006,,MARITAL ISSUES,3,513,511,151,17,1195,11,1045,649,105,3,1813,0,0,0,0,0,0,3008
6778,TOTAL (STATES),2006,,MENTAL HEALTH,45,1456,1853,1247,612,5213,69,861,893,571,340,2734,0,0,0,0,0,0,7947
7324,TOTAL (STATES),2006,,OTHERS,332,3082,3787,2150,744,10095,256,1960,1614,794,332,4956,0,0,0,0,0,0,15051
7908,TOTAL (STATES),2006,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",1,23,39,20,3,86,9,130,80,6,4,229,0,0,0,0,0,0,315
8415,TOTAL (STATES),2006,,SOCIETAL ISSUES,6,215,375,212,58,866,11,184,133,96,24,448,0,0,0,0,0,0,1314
268,TOTAL (STATES),2007,,CAUSES NOT KNOWN,309,4288,4573,3205,1043,13418,293,2623,2011,1047,367,6341,0,0,0,0,0,0,19759
814,TOTAL (STATES),2007,,DEATH OF DEAR PERSON,4,92,127,93,38,354,10,143,114,59,26,352,0,0,0,0,0,0,706
1360,TOTAL (STATES),2007,,DOWRY DISPUTE,0,20,14,0,2,36,13,2177,807,43,0,3040,0,0,0,0,0,0,3076
1906,TOTAL (STATES),2007,,DRUG ABUSE,9,513,1001,569,138,2230,1,31,28,14,5,79,0,0,0,0,0,0,2309
2452,TOTAL (STATES),2007,,ECONOMIC ISSUES,18,2371,3785,2481,700,9355,43,629,621,357,75,1725,0,0,0,0,0,0,11080
2998,TOTAL (STATES),2007,,EXAM FAILURE,175,819,52,4,2,1052,174,654,19,8,0,855,0,0,0,0,0,0,1907
3544,TOTAL (STATES),2007,,FAMILY PROBLEMS,142,5035,6970,4423,1355,17925,160,4732,3539,1730,494,10655,0,0,0,0,0,0,28580
4090,TOTAL (STATES),2007,,HEALTH ISSUES,75,2561,3718,3456,2151,11961,119,2141,1951,1413,907,6531,0,0,0,0,0,0,18492
4635,TOTAL (STATES),2007,,HERO WORSHIP,0,45,75,32,9,161,2,57,25,8,1,93,0,0,0,0,0,0,254
5180,TOTAL (STATES),2007,,ILLEGITIMATE PREGNANCY,0,6,2,5,1,14,3,107,33,1,0,144,0,0,0,0,0,0,158
5725,TOTAL (STATES),2007,,LOVE AFFAIRS,17,1203,441,42,9,1712,74,1249,258,11,1,1593,0,0,0,0,0,0,3305
6271,TOTAL (STATES),2007,,MARITAL ISSUES,11,553,603,163,17,1347,12,1132,753,127,11,2035,0,0,0,0,0,0,3382
6817,TOTAL (STATES),2007,,MENTAL HEALTH,37,1434,1994,1554,537,5556,59,1006,1012,628,290,2995,0,0,0,0,0,0,8551
7363,TOTAL (STATES),2007,,OTHERS,365,3673,4293,2671,876,11878,301,2193,1707,903,375,5479,0,0,0,0,0,0,17357
7947,TOTAL (STATES),2007,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,41,37,31,3,112,3,115,44,19,3,184,0,0,0,0,0,0,296
8454,TOTAL (STATES),2007,,SOCIETAL ISSUES,5,208,295,137,43,688,1,192,151,49,14,407,0,0,0,0,0,0,1095
307,TOTAL (STATES),2008,,CAUSES NOT KNOWN,338,4479,4625,2902,1012,13356,306,2710,1945,925,382,6268,0,0,0,0,0,0,19624
853,TOTAL (STATES),2008,,DEATH OF DEAR PERSON,8,127,161,137,54,487,9,309,115,57,22,512,0,0,0,0,0,0,999
1399,TOTAL (STATES),2008,,DOWRY DISPUTE,2,31,19,4,1,57,10,2145,730,46,1,2932,0,0,0,0,0,0,2989
1945,TOTAL (STATES),2008,,DRUG ABUSE,5,623,1125,653,173,2579,2,29,53,29,9,122,0,0,0,0,0,0,2701
2491,TOTAL (STATES),2008,,ECONOMIC ISSUES,14,2163,3638,2390,585,8790,17,597,616,359,87,1676,0,0,0,0,0,0,10466
3037,TOTAL (STATES),2008,,EXAM FAILURE,145,979,52,10,2,1188,155,744,21,4,0,924,0,0,0,0,0,0,2112
3583,TOTAL (STATES),2008,,FAMILY PROBLEMS,132,5114,7253,4361,1337,18197,193,4670,3926,1697,564,11050,0,0,0,0,0,0,29247
4129,TOTAL (STATES),2008,,HEALTH ISSUES,56,2673,3895,3499,2002,12125,96,2124,2083,1332,851,6486,0,0,0,0,0,0,18611
4674,TOTAL (STATES),2008,,HERO WORSHIP,0,60,105,51,15,231,0,77,56,23,4,160,0,0,0,0,0,0,391
5219,TOTAL (STATES),2008,,ILLEGITIMATE PREGNANCY,0,10,10,0,0,20,3,146,62,4,0,215,0,0,0,0,0,0,235
5764,TOTAL (STATES),2008,,LOVE AFFAIRS,17,1375,433,39,4,1868,74,1427,290,27,1,1819,0,0,0,0,0,0,3687
6310,TOTAL (STATES),2008,,MARITAL ISSUES,8,564,681,185,16,1454,16,982,722,123,12,1855,0,0,0,0,0,0,3309
6856,TOTAL (STATES),2008,,MENTAL HEALTH,51,1472,2016,1374,571,5484,61,1023,1038,690,312,3124,0,0,0,0,0,0,8608
7402,TOTAL (STATES),2008,,OTHERS,367,3908,4701,2790,742,12508,245,2426,2012,937,302,5922,0,0,0,0,0,0,18430
7986,TOTAL (STATES),2008,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",1,32,47,16,4,100,6,167,71,21,1,266,0,0,0,0,0,0,366
8493,TOTAL (STATES),2008,,SOCIETAL ISSUES,2,257,284,166,60,769,5,173,116,51,13,358,0,0,0,0,0,0,1127
346,TOTAL (STATES),2009,,CAUSES NOT KNOWN,474,4116,5123,3131,1160,14004,319,2779,2146,1084,471,6799,0,0,0,0,0,0,20803
892,TOTAL (STATES),2009,,DEATH OF DEAR PERSON,6,116,172,93,60,447,14,150,102,47,21,334,0,0,0,0,0,0,781
1438,TOTAL (STATES),2009,,DOWRY DISPUTE,1,29,32,11,0,73,10,2011,726,44,7,2798,0,0,0,0,0,0,2871
1984,TOTAL (STATES),2009,,DRUG ABUSE,7,666,1227,746,160,2806,2,29,37,18,12,98,0,0,0,0,0,0,2904
2530,TOTAL (STATES),2009,,ECONOMIC ISSUES,39,2360,3854,2560,588,9401,24,586,643,342,106,1701,0,0,0,0,0,0,11102
3076,TOTAL (STATES),2009,,EXAM FAILURE,142,846,74,15,0,1077,144,690,32,6,0,872,0,0,0,0,0,0,1949
3622,TOTAL (STATES),2009,,FAMILY PROBLEMS,162,5296,7133,4186,1305,18082,174,5046,3888,1756,532,11396,0,0,0,0,0,0,29478
4168,TOTAL (STATES),2009,,HEALTH ISSUES,75,2239,3577,3612,2309,11812,89,1905,1899,1369,945,6207,0,0,0,0,0,0,18019
4713,TOTAL (STATES),2009,,HERO WORSHIP,1,21,17,76,1,116,0,9,2,1,0,12,0,0,0,0,0,0,128
5258,TOTAL (STATES),2009,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,6,91,39,5,0,141,0,0,0,0,0,0,141
5803,TOTAL (STATES),2009,,LOVE AFFAIRS,34,1379,430,43,3,1889,89,1319,320,11,1,1740,0,0,0,0,0,0,3629
6349,TOTAL (STATES),2009,,MARITAL ISSUES,6,587,514,188,18,1313,19,1025,615,128,30,1817,0,0,0,0,0,0,3130
6895,TOTAL (STATES),2009,,MENTAL HEALTH,65,1507,1821,1401,565,5359,42,967,1044,662,316,3031,0,0,0,0,0,0,8390
7441,TOTAL (STATES),2009,,OTHERS,465,3744,4610,3095,983,12897,467,2733,2241,1369,403,7213,0,0,0,0,0,0,20110
8025,TOTAL (STATES),2009,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",3,48,21,12,7,91,8,137,55,19,6,225,0,0,0,0,0,0,316
8532,TOTAL (STATES),2009,,SOCIETAL ISSUES,3,179,260,172,56,670,11,182,161,79,16,449,0,0,0,0,0,0,1119
385,TOTAL (STATES),2010,,CAUSES NOT KNOWN,448,4611,5290,3339,1289,14977,359,2736,2231,1241,466,7033,0,0,0,0,0,0,22010
931,TOTAL (STATES),2010,,DEATH OF DEAR PERSON,72,147,161,131,67,578,19,174,123,61,48,425,0,0,0,0,0,0,1003
1477,TOTAL (STATES),2010,,DOWRY DISPUTE,1,33,37,7,2,80,4,2093,833,43,6,2979,0,0,0,0,0,0,3059
2023,TOTAL (STATES),2010,,DRUG ABUSE,5,731,1388,856,230,3210,3,33,31,26,10,103,0,0,0,0,0,0,3313
2569,TOTAL (STATES),2010,,ECONOMIC ISSUES,39,2419,3508,2306,621,8893,28,684,683,331,93,1819,0,0,0,0,0,0,10712
3115,TOTAL (STATES),2010,,EXAM FAILURE,157,1095,60,11,3,1326,154,919,27,1,0,1101,0,0,0,0,0,0,2427
3661,TOTAL (STATES),2010,,FAMILY PROBLEMS,191,5650,7472,4682,1496,19491,185,5417,3754,1804,624,11784,0,0,0,0,0,0,31275
4207,TOTAL (STATES),2010,,HEALTH ISSUES,88,2528,3653,3731,2259,12259,163,1975,1895,1489,985,6507,0,0,0,0,0,0,18766
4752,TOTAL (STATES),2010,,HERO WORSHIP,0,27,17,7,3,54,1,27,14,4,2,48,0,0,0,0,0,0,102
5297,TOTAL (STATES),2010,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,7,105,40,1,0,153,0,0,0,0,0,0,153
5842,TOTAL (STATES),2010,,LOVE AFFAIRS,36,1562,520,55,1,2174,98,1468,330,19,1,1916,0,0,0,0,0,0,4090
6388,TOTAL (STATES),2010,,MARITAL ISSUES,6,646,534,147,26,1359,21,1092,658,124,10,1905,0,0,0,0,0,0,3264
6934,TOTAL (STATES),2010,,MENTAL HEALTH,81,1629,2082,1593,667,6052,86,1154,1066,667,345,3318,0,0,0,0,0,0,9370
7480,TOTAL (STATES),2010,,OTHERS,479,4415,4874,3440,1127,14335,315,2471,2271,1182,530,6769,0,0,0,0,0,0,21104
8064,TOTAL (STATES),2010,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",2,36,25,12,1,76,12,125,61,20,2,220,0,0,0,0,0,0,296
8571,TOTAL (STATES),2010,,SOCIETAL ISSUES,10,284,280,196,53,823,6,222,165,52,14,459,0,0,0,0,0,0,1282
424,TOTAL (STATES),2011,,CAUSES NOT KNOWN,428,4515,5684,3237,1403,15267,348,2679,2249,1310,529,7115,0,0,0,0,0,0,22382
970,TOTAL (STATES),2011,,DEATH OF DEAR PERSON,7,131,149,120,45,452,16,181,141,62,32,432,0,0,0,0,0,0,884
1516,TOTAL (STATES),2011,,DOWRY DISPUTE,0,46,71,18,1,136,2,2017,959,96,0,3074,0,0,0,0,0,0,3210
2062,TOTAL (STATES),2011,,DRUG ABUSE,6,903,1486,868,219,3482,1,39,35,34,10,119,0,0,0,0,0,0,3601
2608,TOTAL (STATES),2011,,ECONOMIC ISSUES,17,2193,3405,2277,505,8397,30,589,686,371,101,1777,0,0,0,0,0,0,10174
3154,TOTAL (STATES),2011,,EXAM FAILURE,158,1083,54,9,1,1305,120,871,29,5,0,1025,0,0,0,0,0,0,2330
3700,TOTAL (STATES),2011,,FAMILY PROBLEMS,141,5806,7763,4790,1405,19905,192,5633,4159,1793,549,12326,0,0,0,0,0,0,32231
4246,TOTAL (STATES),2011,,HEALTH ISSUES,84,2223,3483,3383,2091,11264,83,2007,1818,1338,959,6205,0,0,0,0,0,0,17469
4791,TOTAL (STATES),2011,,HERO WORSHIP,2,4,12,4,2,24,4,6,6,0,0,16,0,0,0,0,0,0,40
5336,TOTAL (STATES),2011,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,10,126,39,6,0,181,0,0,0,0,0,0,181
5881,TOTAL (STATES),2011,,LOVE AFFAIRS,136,1705,551,47,1,2440,78,1599,333,59,1,2070,0,0,0,0,0,0,4510
6427,TOTAL (STATES),2011,,MARITAL ISSUES,9,793,676,239,29,1746,16,1021,670,122,14,1843,0,0,0,0,0,0,3589
6973,TOTAL (STATES),2011,,MENTAL HEALTH,34,1407,1915,1492,665,5513,57,1036,1083,702,305,3183,0,0,0,0,0,0,8696
7519,TOTAL (STATES),2011,,OTHERS,528,4823,5218,3522,1278,15369,466,2785,2162,986,478,6877,0,0,0,0,0,0,22246
8103,TOTAL (STATES),2011,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",1,45,31,7,1,85,5,114,74,5,3,201,0,0,0,0,0,0,286
8610,TOTAL (STATES),2011,,SOCIETAL ISSUES,1,130,323,199,27,680,3,202,172,72,17,466,0,0,0,0,0,0,1146
463,TOTAL (STATES),2012,,CAUSES NOT KNOWN,297,3591,4629,2733,991,12241,242,2149,1506,902,384,5183,0,0,0,0,0,0,17424
1009,TOTAL (STATES),2012,,DEATH OF DEAR PERSON,3,93,142,96,81,415,10,140,118,74,39,381,0,0,0,0,0,0,796
1555,TOTAL (STATES),2012,,DOWRY DISPUTE,1,21,14,4,0,40,2,1330,443,59,0,1834,0,0,0,0,0,0,1874
2101,TOTAL (STATES),2012,,DRUG ABUSE,4,957,1598,1017,256,3832,3,35,47,33,7,125,0,0,0,0,0,0,3957
2647,TOTAL (STATES),2012,,ECONOMIC ISSUES,15,1834,2827,1812,463,6951,12,454,517,305,89,1377,0,0,0,0,0,0,8328
3193,TOTAL (STATES),2012,,EXAM FAILURE,113,946,44,6,0,1109,94,892,54,0,0,1040,0,0,0,0,0,0,2149
3739,TOTAL (STATES),2012,,FAMILY PROBLEMS,137,5290,7354,4836,1478,19095,210,4989,3617,1659,533,11008,0,0,0,0,0,0,30103
4285,TOTAL (STATES),2012,,HEALTH ISSUES,62,2110,3407,3335,2159,11073,80,1902,1831,1305,864,5982,0,0,0,0,0,0,17055
4830,TOTAL (STATES),2012,,HERO WORSHIP,5,50,26,17,3,101,1,39,23,8,4,75,0,0,0,0,0,0,176
5375,TOTAL (STATES),2012,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,1,70,18,4,0,93,0,0,0,0,0,0,93
5920,TOTAL (STATES),2012,,LOVE AFFAIRS,26,1454,439,49,1,1969,78,1337,312,40,1,1768,0,0,0,0,0,0,3737
6466,TOTAL (STATES),2012,,MARITAL ISSUES,1,518,479,162,27,1187,14,800,532,108,11,1465,0,0,0,0,0,0,2652
7012,TOTAL (STATES),2012,,MENTAL HEALTH,27,1402,1710,1261,697,5097,37,934,763,537,317,2588,0,0,0,0,0,0,7685
7558,TOTAL (STATES),2012,,OTHERS,392,4136,4914,3374,1262,14078,358,2529,1958,1038,487,6370,0,0,0,0,0,0,20448
8142,TOTAL (STATES),2012,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",2,17,27,18,23,87,9,106,56,20,3,194,0,0,0,0,0,0,281
8649,TOTAL (STATES),2012,,SOCIETAL ISSUES,4,188,236,198,32,658,5,134,94,49,12,294,0,0,0,0,0,0,952
502,TOTAL (STATES),2013,,CAUSES NOT KNOWN,395,4481,4974,3143,1033,14026,304,2541,1858,941,358,6002,0,0,0,0,0,0,20028
1048,TOTAL (STATES),2013,,DEATH OF DEAR PERSON,5,172,182,122,83,564,4,169,127,77,39,416,0,0,0,0,0,0,980
1594,TOTAL (STATES),2013,,DOWRY DISPUTE,0,25,15,22,2,64,10,1587,501,53,3,2154,0,0,0,0,0,0,2218
2140,TOTAL (STATES),2013,,DRUG ABUSE,10,1049,1831,1255,312,4457,1,28,43,30,10,112,0,0,0,0,0,0,4569
2686,TOTAL (STATES),2013,,ECONOMIC ISSUES,15,2040,3085,2005,375,7520,7,465,513,319,115,1419,0,0,0,0,0,0,8939
3232,TOTAL (STATES),2013,,EXAM FAILURE,158,1092,99,9,3,1361,97,894,52,1,0,1044,0,0,0,0,0,0,2405
3778,TOTAL (STATES),2013,,FAMILY PROBLEMS,136,5654,7929,5071,1764,20554,168,4773,3756,1660,613,10970,0,0,0,0,0,0,31524
4324,TOTAL (STATES),2013,,HEALTH ISSUES,71,2178,3778,3684,2448,12159,127,1919,1717,1272,1006,6041,0,0,0,0,0,0,18200
4869,TOTAL (STATES),2013,,HERO WORSHIP,5,72,38,17,7,139,2,54,19,5,2,82,0,0,0,0,0,0,221
5414,TOTAL (STATES),2013,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,7,114,30,1,0,152,0,0,0,0,0,0,152
5959,TOTAL (STATES),2013,,LOVE AFFAIRS,42,1707,653,91,0,2493,74,1418,339,45,1,1877,0,0,0,0,0,0,4370
6505,TOTAL (STATES),2013,,MARITAL ISSUES,2,728,616,220,39,1605,13,891,559,136,13,1612,0,0,0,0,0,0,3217
7051,TOTAL (STATES),2013,,MENTAL HEALTH,52,1432,1771,1336,558,5149,49,907,907,607,301,2771,0,0,0,0,0,0,7920
7597,TOTAL (STATES),2013,,OTHERS,624,5030,6009,4157,1506,17326,439,3060,2623,1363,572,8057,0,0,0,0,0,0,25383
8181,TOTAL (STATES),2013,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,18,23,30,3,74,7,102,69,16,1,195,0,0,0,0,0,0,269
8688,TOTAL (STATES),2013,,SOCIETAL ISSUES,3,271,393,256,65,988,7,174,170,72,24,447,0,0,0,0,0,0,1435
541,TOTAL (STATES),2014,,CAUSES NOT KNOWN,174,4181,3628,2070,759,10812,134,2544,1265,621,218,4782,0,1,0,0,0,1,15595
1087,TOTAL (STATES),2014,,DEATH OF DEAR PERSON,1,181,216,173,82,653,3,151,74,47,46,321,0,0,0,0,0,0,974
1633,TOTAL (STATES),2014,,DOWRY DISPUTE,1,19,12,5,2,39,0,1671,421,44,12,2148,0,0,0,0,0,0,2187
2179,TOTAL (STATES),2014,,DRUG ABUSE,4,997,1395,884,215,3495,6,29,34,15,6,90,0,1,0,0,0,1,3586
2725,TOTAL (STATES),2014,,ECONOMIC ISSUES,2,2162,2867,1647,414,7092,8,406,420,154,37,1025,0,0,0,0,0,0,8117
3271,TOTAL (STATES),2014,,EXAM FAILURE,89,1200,26,2,0,1317,66,933,25,2,0,1026,0,0,0,0,0,0,2343
3817,TOTAL (STATES),2014,,FAMILY PROBLEMS,126,6028,6891,3910,1271,18226,110,4839,3187,1211,451,9798,0,2,0,0,0,2,28026
4363,TOTAL (STATES),2014,,HEALTH ISSUES,132,6696,8383,7102,4710,27023,145,4639,3404,2537,2102,12827,0,5,3,0,0,8,39858
4908,TOTAL (STATES),2014,,HERO WORSHIP,1,23,10,7,2,43,2,8,3,0,0,13,0,0,0,0,0,0,56
5453,TOTAL (STATES),2014,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,1,44,11,0,0,56,0,0,0,0,0,0,56
5998,TOTAL (STATES),2014,,LOVE AFFAIRS,12,1867,422,63,10,2374,29,1454,193,8,0,1684,0,0,0,0,0,0,4058
6544,TOTAL (STATES),2014,,MARITAL ISSUES,12,1782,1268,391,74,3527,16,3831,1561,215,43,5666,0,0,0,0,0,0,9193
7090,TOTAL (STATES),2014,,MENTAL HEALTH,56,1560,1531,1112,460,4719,23,897,702,439,264,2325,0,1,1,0,0,2,7046
7636,TOTAL (STATES),2014,,OTHERS,367,9579,8969,4970,1567,25452,334,5663,3298,1535,631,11461,0,6,0,1,0,7,36920
7675,TOTAL (STATES),2014,,PHYSICAL ABUSE,0,3,0,3,0,6,4,48,11,2,1,66,0,0,0,0,0,0,72
8727,TOTAL (STATES),2014,,SOCIETAL ISSUES,2,92,134,98,33,359,7,69,33,12,6,127,0,0,0,0,0,0,486
35,TOTAL (UTs),2001,,CAUSES NOT KNOWN,5,125,112,68,16,326,8,108,67,13,7,203,0,0,0,0,0,0,529
581,TOTAL (UTs),2001,,DEATH OF DEAR PERSON,0,3,1,3,0,7,0,5,4,0,0,9,0,0,0,0,0,0,16
1127,TOTAL (UTs),2001,,DOWRY DISPUTE,0,1,0,0,0,1,0,26,8,0,0,34,0,0,0,0,0,0,35
1673,TOTAL (UTs),2001,,DRUG ABUSE,0,2,10,4,1,17,0,1,0,0,0,1,0,0,0,0,0,0,18
2219,TOTAL (UTs),2001,,ECONOMIC ISSUES,3,60,55,15,1,134,2,17,23,2,0,44,0,0,0,0,0,0,178
2765,TOTAL (UTs),2001,,EXAM FAILURE,3,14,0,0,0,17,2,14,0,0,0,16,0,0,0,0,0,0,33
3311,TOTAL (UTs),2001,,FAMILY PROBLEMS,5,126,135,47,23,336,16,145,72,25,3,261,0,0,0,0,0,0,597
3857,TOTAL (UTs),2001,,HEALTH ISSUES,1,36,56,69,32,194,5,66,23,14,8,116,0,0,0,0,0,0,310
4403,TOTAL (UTs),2001,,HERO WORSHIP,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
4948,TOTAL (UTs),2001,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
5493,TOTAL (UTs),2001,,LOVE AFFAIRS,0,21,2,0,0,23,2,20,0,0,0,22,0,0,0,0,0,0,45
6038,TOTAL (UTs),2001,,MARITAL ISSUES,0,6,6,3,0,15,0,23,7,0,0,30,0,0,0,0,0,0,45
6584,TOTAL (UTs),2001,,MENTAL HEALTH,0,7,8,5,1,21,0,10,11,3,3,27,0,0,0,0,0,0,48
7130,TOTAL (UTs),2001,,OTHERS,2,49,42,11,9,113,2,20,16,4,0,42,0,0,0,0,0,0,155
7715,TOTAL (UTs),2001,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
8221,TOTAL (UTs),2001,,SOCIETAL ISSUES,0,6,2,3,0,11,0,1,0,0,0,1,0,0,0,0,0,0,12
74,TOTAL (UTs),2002,,CAUSES NOT KNOWN,8,110,89,45,10,262,4,68,31,10,4,117,0,0,0,0,0,0,379
620,TOTAL (UTs),2002,,DEATH OF DEAR PERSON,0,4,1,2,1,8,0,4,0,2,1,7,0,0,0,0,0,0,15
1166,TOTAL (UTs),2002,,DOWRY DISPUTE,0,2,0,0,0,2,0,34,15,1,0,50,0,0,0,0,0,0,52
1712,TOTAL (UTs),2002,,DRUG ABUSE,0,18,4,2,0,24,0,0,1,0,0,1,0,0,0,0,0,0,25
2258,TOTAL (UTs),2002,,ECONOMIC ISSUES,0,32,42,21,1,96,1,6,3,4,0,14,0,0,0,0,0,0,110
2804,TOTAL (UTs),2002,,EXAM FAILURE,7,15,0,0,0,22,7,17,0,0,0,24,0,0,0,0,0,0,46
3350,TOTAL (UTs),2002,,FAMILY PROBLEMS,7,159,173,72,13,424,8,127,71,14,3,223,0,0,0,0,0,0,647
3896,TOTAL (UTs),2002,,HEALTH ISSUES,0,33,59,63,31,186,0,35,37,16,13,101,0,0,0,0,0,0,287
4442,TOTAL (UTs),2002,,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,TOTAL (UTs),2002,,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,5
5532,TOTAL (UTs),2002,,LOVE AFFAIRS,0,27,6,0,0,33,0,27,3,0,0,30,0,0,0,0,0,0,63
6077,TOTAL (UTs),2002,,MARITAL ISSUES,0,7,6,1,0,14,0,13,6,0,0,19,0,0,0,0,0,0,33
6623,TOTAL (UTs),2002,,MENTAL HEALTH,1,21,26,13,8,69,1,10,12,4,1,28,0,0,0,0,0,0,97
7169,TOTAL (UTs),2002,,OTHERS,1,28,38,16,10,93,1,26,9,4,5,45,0,0,0,0,0,0,138
7754,TOTAL (UTs),2002,,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5
8260,TOTAL (UTs),2002,,SOCIETAL ISSUES,0,6,4,1,0,11,0,3,2,0,0,5,0,0,0,0,0,0,16
113,TOTAL (UTs),2003,,CAUSES NOT KNOWN,9,115,93,47,7,271,9,74,38,15,2,138,0,0,0,0,0,0,409
659,TOTAL (UTs),2003,,DEATH OF DEAR PERSON,0,6,4,2,1,13,1,1,1,0,0,3,0,0,0,0,0,0,16
1205,TOTAL (UTs),2003,,DOWRY DISPUTE,0,1,0,0,0,1,1,32,5,7,0,45,0,0,0,0,0,0,46
1751,TOTAL (UTs),2003,,DRUG ABUSE,0,11,10,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
2297,TOTAL (UTs),2003,,ECONOMIC ISSUES,0,38,38,8,3,87,0,7,5,1,0,13,0,0,0,0,0,0,100
2843,TOTAL (UTs),2003,,EXAM FAILURE,3,19,1,0,0,23,6,20,0,0,0,26,0,0,0,0,0,0,49
3389,TOTAL (UTs),2003,,FAMILY PROBLEMS,7,156,177,68,12,420,4,145,56,18,3,226,0,0,0,0,0,0,646
3935,TOTAL (UTs),2003,,HEALTH ISSUES,0,31,62,57,33,183,0,48,22,23,16,109,0,0,0,0,0,0,292
4481,TOTAL (UTs),2003,,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
