STATE.UT,id,Year,CAUSE,Male,Female,Total
TOTAL (UTs),,2008,Hr. Secondary/Intermediate/Pre-University,153,98,251
TOTAL (UTs),,2008,Diploma,12,4,16
TOTAL (UTs),,2008,Graduate,48,24,72
TOTAL (UTs),,2008,Post Graduate and Above,13,4,17
TOTAL (UTs),,2009,No Education,157,124,281
TOTAL (UTs),,2009,Primary,179,100,279
TOTAL (UTs),,2009,Middle,503,263,766
TOTAL (UTs),,2009,Matriculate/Secondary,386,215,601
TOTAL (UTs),,2009,Hr. Secondary/Intermediate/Pre-University,126,104,230
TOTAL (UTs),,2009,Diploma,14,3,17
TOTAL (UTs),,2009,Graduate,51,33,84
TOTAL (UTs),,2009,Post Graduate and Above,18,5,23
TOTAL (UTs),,2010,No Education,180,114,294
TOTAL (UTs),,2010,Primary,212,146,358
TOTAL (UTs),,2010,Middle,285,190,475
TOTAL (UTs),,2010,Matriculate/Secondary,535,258,793
TOTAL (UTs),,2010,Hr. Secondary/Intermediate/Pre-University,181,116,297
TOTAL (UTs),,2010,Diploma,22,11,33
TOTAL (UTs),,2010,Graduate,57,41,98
TOTAL (UTs),,2010,Post Graduate and Above,21,4,25
TOTAL (UTs),,2011,No Education,142,91,233
TOTAL (UTs),,2011,Primary,256,121,377
TOTAL (UTs),,2011,Middle,414,178,592
TOTAL (UTs),,2011,Matriculate/Secondary,597,258,855
TOTAL (UTs),,2011,Hr. Secondary/Intermediate/Pre-University,261,149,410
TOTAL (UTs),,2011,Diploma,24,8,32
TOTAL (UTs),,2011,Graduate,72,28,100
TOTAL (UTs),,2011,Post Graduate and Above,8,3,11
TOTAL (UTs),,2012,No Education,200,100,300
TOTAL (UTs),,2012,Primary,222,124,346
TOTAL (UTs),,2012,Middle,478,234,712
TOTAL (UTs),,2012,Matriculate/Secondary,551,298,849
TOTAL (UTs),,2012,Hr. Secondary/Intermediate/Pre-University,270,125,395
TOTAL (UTs),,2012,Diploma,16,7,23
TOTAL (UTs),,2012,Graduate,90,43,133
TOTAL (UTs),,2012,Post Graduate and Above,13,7,20
TOTAL (UTs),,2013,No Education,216,97,313
TOTAL (UTs),,2013,Primary,269,123,392
TOTAL (UTs),,2013,Middle,507,176,683
TOTAL (UTs),,2013,Matriculate/Secondary,560,245,805
TOTAL (UTs),,2013,Hr. Secondary/Intermediate/Pre-University,384,205,589
TOTAL (UTs),,2013,Diploma,20,8,28
TOTAL (UTs),,2013,Graduate,96,47,143
TOTAL (UTs),,2013,Post Graduate and Above,12,4,16
TOTAL (UTs),,2014,No Education,217,138,355
TOTAL (UTs),,2014,Primary,364,173,537
TOTAL (UTs),,2014,Middle,346,114,460
TOTAL (UTs),,2014,Matriculate/Secondary,431,173,604
TOTAL (UTs),,2014,Hr. Secondary/Intermediate/Pre-University,270,107,377
TOTAL (UTs),,2014,Diploma,27,15,42
TOTAL (UTs),,2014,Graduate,94,27,121
TOTAL (UTs),,2014,Post Graduate and Above,12,3,15
TRIPURA,33,2001,No Education,95,74,169
TRIPURA,33,2001,Primary,231,213,444
TRIPURA,33,2001,Middle,111,88,199
TRIPURA,33,2001,Matriculate/Secondary,15,13,28
TRIPURA,33,2001,Hr. Secondary/Intermediate/Pre-University,8,3,11
TRIPURA,33,2001,Diploma,0,0,0
TRIPURA,33,2001,Graduate,0,0,0
TRIPURA,33,2001,Post Graduate and Above,3,0,3
TRIPURA,33,2002,No Education,126,110,236
TRIPURA,33,2002,Primary,168,93,261
TRIPURA,33,2002,Middle,136,64,200
TRIPURA,33,2002,Matriculate/Secondary,40,8,48
TRIPURA,33,2002,Hr. Secondary/Intermediate/Pre-University,17,7,24
TRIPURA,33,2002,Diploma,2,2,4
TRIPURA,33,2002,Graduate,4,1,5
TRIPURA,33,2002,Post Graduate and Above,0,1,1
TRIPURA,33,2003,No Education,124,89,213
TRIPURA,33,2003,Primary,113,86,199
TRIPURA,33,2003,Middle,64,43,107
TRIPURA,33,2003,Matriculate/Secondary,137,87,224
TRIPURA,33,2003,Hr. Secondary/Intermediate/Pre-University,38,41,79
TRIPURA,33,2003,Diploma,2,2,4
TRIPURA,33,2003,Graduate,10,8,18
TRIPURA,33,2003,Post Graduate and Above,0,0,0
TRIPURA,33,2004,No Education,46,52,98
TRIPURA,33,2004,Primary,138,107,245
TRIPURA,33,2004,Middle,132,99,231
TRIPURA,33,2004,Matriculate/Secondary,63,57,120
TRIPURA,33,2004,Hr. Secondary/Intermediate/Pre-University,35,15,50
TRIPURA,33,2004,Diploma,5,3,8
TRIPURA,33,2004,Graduate,5,3,8
TRIPURA,33,2004,Post Graduate and Above,9,1,10
TRIPURA,33,2005,No Education,79,59,138
TRIPURA,33,2005,Primary,108,111,219
TRIPURA,33,2005,Middle,128,95,223
TRIPURA,33,2005,Matriculate/Secondary,60,34,94
TRIPURA,33,2005,Hr. Secondary/Intermediate/Pre-University,15,10,25
TRIPURA,33,2005,Diploma,5,1,6
TRIPURA,33,2005,Graduate,6,3,9
TRIPURA,33,2005,Post Graduate and Above,0,1,1
TRIPURA,33,2006,No Education,95,79,174
TRIPURA,33,2006,Primary,125,97,222
TRIPURA,33,2006,Middle,98,97,195
TRIPURA,33,2006,Matriculate/Secondary,91,48,139
TRIPURA,33,2006,Hr. Secondary/Intermediate/Pre-University,17,16,33
TRIPURA,33,2006,Diploma,1,0,1
TRIPURA,33,2006,Graduate,1,0,1
TRIPURA,33,2006,Post Graduate and Above,0,0,0
TRIPURA,33,2007,No Education,88,63,151
TRIPURA,33,2007,Primary,102,91,193
TRIPURA,33,2007,Middle,103,86,189
TRIPURA,33,2007,Matriculate/Secondary,87,39,126
TRIPURA,33,2007,Hr. Secondary/Intermediate/Pre-University,38,7,45
TRIPURA,33,2007,Diploma,1,0,1
TRIPURA,33,2007,Graduate,0,0,0
TRIPURA,33,2007,Post Graduate and Above,0,0,0
TRIPURA,33,2008,No Education,24,19,43
TRIPURA,33,2008,Primary,125,66,191
TRIPURA,33,2008,Middle,184,116,300
TRIPURA,33,2008,Matriculate/Secondary,80,62,142
TRIPURA,33,2008,Hr. Secondary/Intermediate/Pre-University,28,24,52
TRIPURA,33,2008,Diploma,0,0,0
TRIPURA,33,2008,Graduate,0,23,23
TRIPURA,33,2008,Post Graduate and Above,1,0,1
TRIPURA,33,2009,No Education,9,13,22
TRIPURA,33,2009,Primary,73,76,149
TRIPURA,33,2009,Middle,261,113,374
TRIPURA,33,2009,Matriculate/Secondary,97,65,162
TRIPURA,33,2009,Hr. Secondary/Intermediate/Pre-University,20,4,24
TRIPURA,33,2009,Diploma,0,0,0
TRIPURA,33,2009,Graduate,7,0,7
TRIPURA,33,2009,Post Graduate and Above,0,0,0
TRIPURA,33,2010,No Education,13,19,32
TRIPURA,33,2010,Primary,87,89,176
TRIPURA,33,2010,Middle,259,111,370
TRIPURA,33,2010,Matriculate/Secondary,68,55,123
TRIPURA,33,2010,Hr. Secondary/Intermediate/Pre-University,7,2,9
TRIPURA,33,2010,Diploma,0,0,0
TRIPURA,33,2010,Graduate,7,8,15
TRIPURA,33,2010,Post Graduate and Above,0,0,0
TRIPURA,33,2011,No Education,6,5,11
TRIPURA,33,2011,Primary,105,58,163
TRIPURA,33,2011,Middle,268,138,406
TRIPURA,33,2011,Matriculate/Secondary,47,35,82
TRIPURA,33,2011,Hr. Secondary/Intermediate/Pre-University,20,20,40
TRIPURA,33,2011,Diploma,0,0,0
TRIPURA,33,2011,Graduate,1,0,1
TRIPURA,33,2011,Post Graduate and Above,0,0,0
TRIPURA,33,2012,No Education,9,6,15
TRIPURA,33,2012,Primary,172,83,255
TRIPURA,33,2012,Middle,277,125,402
TRIPURA,33,2012,Matriculate/Secondary,81,49,130
TRIPURA,33,2012,Hr. Secondary/Intermediate/Pre-University,20,21,41
TRIPURA,33,2012,Diploma,1,0,1
TRIPURA,33,2012,Graduate,0,0,0
TRIPURA,33,2012,Post Graduate and Above,0,0,0
TRIPURA,33,2014,No Education,13,18,31
TRIPURA,33,2014,Primary,173,94,267
TRIPURA,33,2014,Middle,176,92,268
TRIPURA,33,2014,Matriculate/Secondary,77,33,110
TRIPURA,33,2014,Hr. Secondary/Intermediate/Pre-University,22,13,35
TRIPURA,33,2014,Diploma,2,5,7
TRIPURA,33,2014,Graduate,9,6,15
TRIPURA,33,2014,Post Graduate and Above,2,1,3
UTTAR PRADESH,34,2001,No Education,359,347,706
UTTAR PRADESH,34,2001,Primary,310,450,760
UTTAR PRADESH,34,2001,Middle,380,449,829
UTTAR PRADESH,34,2001,Matriculate/Secondary,393,280,673
UTTAR PRADESH,34,2001,Hr. Secondary/Intermediate/Pre-University,259,144,403
UTTAR PRADESH,34,2001,Diploma,12,4,16
UTTAR PRADESH,34,2001,Graduate,75,38,113
UTTAR PRADESH,34,2001,Post Graduate and Above,13,3,16
UTTAR PRADESH,34,2002,No Education,543,581,1124
UTTAR PRADESH,34,2002,Primary,475,475,950
UTTAR PRADESH,34,2002,Middle,431,387,818
UTTAR PRADESH,34,2002,Matriculate/Secondary,533,272,805
UTTAR PRADESH,34,2002,Hr. Secondary/Intermediate/Pre-University,241,163,404
UTTAR PRADESH,34,2002,Diploma,24,4,28
UTTAR PRADESH,34,2002,Graduate,60,41,101
UTTAR PRADESH,34,2002,Post Graduate and Above,19,1,20
UTTAR PRADESH,34,2003,No Education,458,578,1036
UTTAR PRADESH,34,2003,Primary,359,328,687
UTTAR PRADESH,34,2003,Middle,364,306,670
UTTAR PRADESH,34,2003,Matriculate/Secondary,360,260,620
UTTAR PRADESH,34,2003,Hr. Secondary/Intermediate/Pre-University,325,148,473
UTTAR PRADESH,34,2003,Diploma,25,16,41
UTTAR PRADESH,34,2003,Graduate,80,36,116
UTTAR PRADESH,34,2003,Post Graduate and Above,16,4,20
UTTAR PRADESH,34,2004,No Education,374,404,778
UTTAR PRADESH,34,2004,Primary,410,354,764
UTTAR PRADESH,34,2004,Middle,297,351,648
UTTAR PRADESH,34,2004,Matriculate/Secondary,479,275,754
UTTAR PRADESH,34,2004,Hr. Secondary/Intermediate/Pre-University,281,222,503
UTTAR PRADESH,34,2004,Diploma,35,31,66
UTTAR PRADESH,34,2004,Graduate,61,37,98
UTTAR PRADESH,34,2004,Post Graduate and Above,17,9,26
UTTAR PRADESH,34,2005,No Education,384,515,899
UTTAR PRADESH,34,2005,Primary,412,517,929
UTTAR PRADESH,34,2005,Middle,312,256,568
UTTAR PRADESH,34,2005,Matriculate/Secondary,403,189,592
UTTAR PRADESH,34,2005,Hr. Secondary/Intermediate/Pre-University,180,158,338
UTTAR PRADESH,34,2005,Diploma,22,8,30
UTTAR PRADESH,34,2005,Graduate,48,26,74
UTTAR PRADESH,34,2005,Post Graduate and Above,11,8,19
UTTAR PRADESH,34,2006,No Education,418,409,827
UTTAR PRADESH,34,2006,Primary,331,282,613
UTTAR PRADESH,34,2006,Middle,432,234,666
UTTAR PRADESH,34,2006,Matriculate/Secondary,255,221,476
UTTAR PRADESH,34,2006,Hr. Secondary/Intermediate/Pre-University,199,131,330
UTTAR PRADESH,34,2006,Diploma,52,18,70
UTTAR PRADESH,34,2006,Graduate,49,33,82
UTTAR PRADESH,34,2006,Post Graduate and Above,25,10,35
UTTAR PRADESH,34,2007,No Education,405,592,997
UTTAR PRADESH,34,2007,Primary,408,364,772
UTTAR PRADESH,34,2007,Middle,435,340,775
UTTAR PRADESH,34,2007,Matriculate/Secondary,372,310,682
UTTAR PRADESH,34,2007,Hr. Secondary/Intermediate/Pre-University,320,194,514
UTTAR PRADESH,34,2007,Diploma,50,20,70
UTTAR PRADESH,34,2007,Graduate,45,44,89
UTTAR PRADESH,34,2007,Post Graduate and Above,19,9,28
UTTAR PRADESH,34,2008,No Education,530,600,1130
UTTAR PRADESH,34,2008,Primary,363,480,843
UTTAR PRADESH,34,2008,Middle,455,316,771
UTTAR PRADESH,34,2008,Matriculate/Secondary,425,250,675
UTTAR PRADESH,34,2008,Hr. Secondary/Intermediate/Pre-University,276,193,469
UTTAR PRADESH,34,2008,Diploma,36,17,53
UTTAR PRADESH,34,2008,Graduate,69,32,101
UTTAR PRADESH,34,2008,Post Graduate and Above,25,21,46
UTTAR PRADESH,34,2009,No Education,479,499,978
UTTAR PRADESH,34,2009,Primary,436,339,775
UTTAR PRADESH,34,2009,Middle,439,385,824
UTTAR PRADESH,34,2009,Matriculate/Secondary,385,350,735
UTTAR PRADESH,34,2009,Hr. Secondary/Intermediate/Pre-University,359,227,586
UTTAR PRADESH,34,2009,Diploma,36,30,66
UTTAR PRADESH,34,2009,Graduate,81,74,155
UTTAR PRADESH,34,2009,Post Graduate and Above,24,15,39
UTTAR PRADESH,34,2010,No Education,402,482,884
UTTAR PRADESH,34,2010,Primary,303,351,654
UTTAR PRADESH,34,2010,Middle,299,303,602
UTTAR PRADESH,34,2010,Matriculate/Secondary,330,361,691
UTTAR PRADESH,34,2010,Hr. Secondary/Intermediate/Pre-University,312,252,564
UTTAR PRADESH,34,2010,Diploma,35,13,48
UTTAR PRADESH,34,2010,Graduate,84,66,150
UTTAR PRADESH,34,2010,Post Graduate and Above,22,13,35
UTTAR PRADESH,34,2011,No Education,654,473,1127
UTTAR PRADESH,34,2011,Primary,455,389,844
UTTAR PRADESH,34,2011,Middle,535,426,961
UTTAR PRADESH,34,2011,Matriculate/Secondary,586,443,1029
UTTAR PRADESH,34,2011,Hr. Secondary/Intermediate/Pre-University,327,331,658
UTTAR PRADESH,34,2011,Diploma,38,14,52
UTTAR PRADESH,34,2011,Graduate,95,38,133
UTTAR PRADESH,34,2011,Post Graduate and Above,23,16,39
UTTAR PRADESH,34,2012,No Education,394,368,762
UTTAR PRADESH,34,2012,Primary,408,338,746
UTTAR PRADESH,34,2012,Middle,477,333,810
UTTAR PRADESH,34,2012,Matriculate/Secondary,504,381,885
UTTAR PRADESH,34,2012,Hr. Secondary/Intermediate/Pre-University,469,288,757
UTTAR PRADESH,34,2012,Diploma,51,50,101
UTTAR PRADESH,34,2012,Graduate,156,145,301
UTTAR PRADESH,34,2012,Post Graduate and Above,36,24,60
UTTAR PRADESH,34,2013,No Education,653,477,1130
UTTAR PRADESH,34,2013,Primary,597,397,994
UTTAR PRADESH,34,2013,Middle,526,453,979
UTTAR PRADESH,34,2013,Matriculate/Secondary,609,445,1054
UTTAR PRADESH,34,2013,Hr. Secondary/Intermediate/Pre-University,504,235,739
UTTAR PRADESH,34,2013,Diploma,52,25,77
UTTAR PRADESH,34,2013,Graduate,182,80,262
UTTAR PRADESH,34,2013,Post Graduate and Above,40,11,51
UTTAR PRADESH,34,2014,No Education,354,310,664
UTTAR PRADESH,34,2014,Primary,277,215,492
UTTAR PRADESH,34,2014,Middle,351,266,617
UTTAR PRADESH,34,2014,Matriculate/Secondary,299,228,527
UTTAR PRADESH,34,2014,Hr. Secondary/Intermediate/Pre-University,302,159,461
UTTAR PRADESH,34,2014,Diploma,16,3,19
UTTAR PRADESH,34,2014,Graduate,80,44,124
UTTAR PRADESH,34,2014,Post Graduate and Above,5,0,5
UTTARAKHAND,35,2001,No Education,18,18,36
UTTARAKHAND,35,2001,Primary,25,33,58
UTTARAKHAND,35,2001,Middle,44,26,70
UTTARAKHAND,35,2001,Matriculate/Secondary,60,44,104
UTTARAKHAND,35,2001,Hr. Secondary/Intermediate/Pre-University,19,7,26
UTTARAKHAND,35,2001,Diploma,6,0,6
UTTARAKHAND,35,2001,Graduate,8,1,9
UTTARAKHAND,35,2001,Post Graduate and Above,2,0,2
UTTARAKHAND,35,2002,No Education,33,38,71
UTTARAKHAND,35,2002,Primary,48,26,74
UTTARAKHAND,35,2002,Middle,43,30,73
UTTARAKHAND,35,2002,Matriculate/Secondary,36,22,58
UTTARAKHAND,35,2002,Hr. Secondary/Intermediate/Pre-University,30,35,65
UTTARAKHAND,35,2002,Diploma,2,1,3
UTTARAKHAND,35,2002,Graduate,13,4,17
UTTARAKHAND,35,2002,Post Graduate and Above,0,0,0
UTTARAKHAND,35,2003,No Education,23,22,45
UTTARAKHAND,35,2003,Primary,84,41,125
UTTARAKHAND,35,2003,Middle,49,23,72
UTTARAKHAND,35,2003,Matriculate/Secondary,53,21,74
UTTARAKHAND,35,2003,Hr. Secondary/Intermediate/Pre-University,45,19,64
UTTARAKHAND,35,2003,Diploma,0,0,0
UTTARAKHAND,35,2003,Graduate,5,3,8
UTTARAKHAND,35,2003,Post Graduate and Above,3,0,3
UTTARAKHAND,35,2004,No Education,29,13,42
UTTARAKHAND,35,2004,Primary,25,20,45
UTTARAKHAND,35,2004,Middle,28,18,46
UTTARAKHAND,35,2004,Matriculate/Secondary,25,22,47
UTTARAKHAND,35,2004,Hr. Secondary/Intermediate/Pre-University,29,8,37
UTTARAKHAND,35,2004,Diploma,2,0,2
UTTARAKHAND,35,2004,Graduate,8,6,14
UTTARAKHAND,35,2004,Post Graduate and Above,2,2,4
UTTARAKHAND,35,2005,No Education,17,17,34
UTTARAKHAND,35,2005,Primary,34,20,54
UTTARAKHAND,35,2005,Middle,42,20,62
UTTARAKHAND,35,2005,Matriculate/Secondary,41,17,58
UTTARAKHAND,35,2005,Hr. Secondary/Intermediate/Pre-University,33,15,48
UTTARAKHAND,35,2005,Diploma,0,0,0
UTTARAKHAND,35,2005,Graduate,12,3,15
UTTARAKHAND,35,2005,Post Graduate and Above,1,1,2
UTTARAKHAND,35,2006,No Education,38,31,69
UTTARAKHAND,35,2006,Primary,25,29,54
UTTARAKHAND,35,2006,Middle,33,32,65
UTTARAKHAND,35,2006,Matriculate/Secondary,42,28,70
UTTARAKHAND,35,2006,Hr. Secondary/Intermediate/Pre-University,23,23,46
UTTARAKHAND,35,2006,Diploma,4,3,7
UTTARAKHAND,35,2006,Graduate,5,6,11
UTTARAKHAND,35,2006,Post Graduate and Above,3,1,4
UTTARAKHAND,35,2007,No Education,20,24,44
UTTARAKHAND,35,2007,Primary,17,31,48
UTTARAKHAND,35,2007,Middle,29,22,51
UTTARAKHAND,35,2007,Matriculate/Secondary,36,25,61
UTTARAKHAND,35,2007,Hr. Secondary/Intermediate/Pre-University,18,9,27
UTTARAKHAND,35,2007,Diploma,3,0,3
UTTARAKHAND,35,2007,Graduate,6,5,11
UTTARAKHAND,35,2007,Post Graduate and Above,1,2,3
UTTARAKHAND,35,2008,No Education,23,14,37
UTTARAKHAND,35,2008,Primary,23,23,46
UTTARAKHAND,35,2008,Middle,23,13,36
UTTARAKHAND,35,2008,Matriculate/Secondary,17,20,37
UTTARAKHAND,35,2008,Hr. Secondary/Intermediate/Pre-University,9,9,18
UTTARAKHAND,35,2008,Diploma,1,3,4
UTTARAKHAND,35,2008,Graduate,7,3,10
UTTARAKHAND,35,2008,Post Graduate and Above,1,2,3
UTTARAKHAND,35,2009,No Education,34,32,66
UTTARAKHAND,35,2009,Primary,45,28,73
UTTARAKHAND,35,2009,Middle,36,27,63
UTTARAKHAND,35,2009,Matriculate/Secondary,53,20,73
UTTARAKHAND,35,2009,Hr. Secondary/Intermediate/Pre-University,23,28,51
UTTARAKHAND,35,2009,Diploma,2,0,2
UTTARAKHAND,35,2009,Graduate,9,5,14
UTTARAKHAND,35,2009,Post Graduate and Above,0,0,0
UTTARAKHAND,35,2010,No Education,16,16,32
UTTARAKHAND,35,2010,Primary,33,25,58
UTTARAKHAND,35,2010,Middle,31,22,53
UTTARAKHAND,35,2010,Matriculate/Secondary,47,34,81
UTTARAKHAND,35,2010,Hr. Secondary/Intermediate/Pre-University,21,10,31
UTTARAKHAND,35,2010,Diploma,4,4,8
UTTARAKHAND,35,2010,Graduate,9,3,12
UTTARAKHAND,35,2010,Post Graduate and Above,3,3,6
UTTARAKHAND,35,2011,No Education,17,12,29
UTTARAKHAND,35,2011,Primary,31,29,60
UTTARAKHAND,35,2011,Middle,26,25,51
UTTARAKHAND,35,2011,Matriculate/Secondary,60,28,88
UTTARAKHAND,35,2011,Hr. Secondary/Intermediate/Pre-University,39,16,55
UTTARAKHAND,35,2011,Diploma,3,3,6
UTTARAKHAND,35,2011,Graduate,12,10,22
UTTARAKHAND,35,2011,Post Graduate and Above,4,2,6
UTTARAKHAND,35,2012,No Education,24,14,38
UTTARAKHAND,35,2012,Primary,28,27,55
UTTARAKHAND,35,2012,Middle,43,30,73
UTTARAKHAND,35,2012,Matriculate/Secondary,74,57,131
UTTARAKHAND,35,2012,Hr. Secondary/Intermediate/Pre-University,59,36,95
UTTARAKHAND,35,2012,Diploma,1,2,3
UTTARAKHAND,35,2012,Graduate,20,7,27
UTTARAKHAND,35,2012,Post Graduate and Above,0,2,2
UTTARAKHAND,35,2013,No Education,34,13,47
UTTARAKHAND,35,2013,Primary,38,25,63
UTTARAKHAND,35,2013,Middle,40,32,72
UTTARAKHAND,35,2013,Matriculate/Secondary,53,26,79
UTTARAKHAND,35,2013,Hr. Secondary/Intermediate/Pre-University,55,22,77
UTTARAKHAND,35,2013,Diploma,3,1,4
UTTARAKHAND,35,2013,Graduate,18,2,20
UTTARAKHAND,35,2013,Post Graduate and Above,3,0,3
UTTARAKHAND,35,2014,No Education,13,5,18
UTTARAKHAND,35,2014,Primary,3,5,8
UTTARAKHAND,35,2014,Middle,12,7,19
UTTARAKHAND,35,2014,Matriculate/Secondary,28,7,35
UTTARAKHAND,35,2014,Hr. Secondary/Intermediate/Pre-University,29,16,45
UTTARAKHAND,35,2014,Diploma,0,0,0
UTTARAKHAND,35,2014,Graduate,1,0,1
UTTARAKHAND,35,2014,Post Graduate and Above,0,0,0
WEST BENGAL,36,2001,No Education,1925,1989,3914
WEST BENGAL,36,2001,Primary,2076,1740,3816
WEST BENGAL,36,2001,Middle,1653,1222,2875
WEST BENGAL,36,2001,Matriculate/Secondary,773,562,1335
WEST BENGAL,36,2001,Hr. Secondary/Intermediate/Pre-University,473,392,865
WEST BENGAL,36,2001,Diploma,225,116,341
WEST BENGAL,36,2001,Graduate,274,136,410
WEST BENGAL,36,2001,Post Graduate and Above,96,38,134
WEST BENGAL,36,2002,No Education,1682,1817,3499
WEST BENGAL,36,2002,Primary,1758,1652,3410
WEST BENGAL,36,2002,Middle,1799,1098,2897
WEST BENGAL,36,2002,Matriculate/Secondary,988,742,1730
WEST BENGAL,36,2002,Hr. Secondary/Intermediate/Pre-University,517,395,912
WEST BENGAL,36,2002,Diploma,151,84,235
WEST BENGAL,36,2002,Graduate,180,85,265
WEST BENGAL,36,2002,Post Graduate and Above,49,10,59
WEST BENGAL,36,2003,No Education,946,941,1887
WEST BENGAL,36,2003,Primary,1606,1528,3134
WEST BENGAL,36,2003,Middle,1958,1405,3363
WEST BENGAL,36,2003,Matriculate/Secondary,1512,999,2511
WEST BENGAL,36,2003,Hr. Secondary/Intermediate/Pre-University,995,782,1777
WEST BENGAL,36,2003,Diploma,35,40,75
WEST BENGAL,36,2003,Graduate,353,151,504
WEST BENGAL,36,2003,Post Graduate and Above,19,10,29
WEST BENGAL,36,2004,No Education,1467,1490,2957
WEST BENGAL,36,2004,Primary,2223,1670,3893
WEST BENGAL,36,2004,Middle,1689,1240,2929
WEST BENGAL,36,2004,Matriculate/Secondary,1130,598,1728
WEST BENGAL,36,2004,Hr. Secondary/Intermediate/Pre-University,873,681,1554
WEST BENGAL,36,2004,Diploma,29,14,43
WEST BENGAL,36,2004,Graduate,234,65,299
WEST BENGAL,36,2004,Post Graduate and Above,16,5,21
WEST BENGAL,36,2005,No Education,1365,1538,2903
WEST BENGAL,36,2005,Primary,2485,2122,4607
WEST BENGAL,36,2005,Middle,1988,1300,3288
WEST BENGAL,36,2005,Matriculate/Secondary,1376,743,2119
WEST BENGAL,36,2005,Hr. Secondary/Intermediate/Pre-University,911,539,1450
WEST BENGAL,36,2005,Diploma,209,57,266
WEST BENGAL,36,2005,Graduate,267,98,365
WEST BENGAL,36,2005,Post Graduate and Above,13,4,17
WEST BENGAL,36,2006,No Education,648,624,1272
WEST BENGAL,36,2006,Primary,1932,1980,3912
WEST BENGAL,36,2006,Middle,2067,1497,3564
WEST BENGAL,36,2006,Matriculate/Secondary,2238,1394,3632
WEST BENGAL,36,2006,Hr. Secondary/Intermediate/Pre-University,1632,1015,2647
WEST BENGAL,36,2006,Diploma,144,6,150
WEST BENGAL,36,2006,Graduate,420,69,489
WEST BENGAL,36,2006,Post Graduate and Above,39,20,59
WEST BENGAL,36,2007,No Education,1554,1582,3136
WEST BENGAL,36,2007,Primary,2593,2284,4877
WEST BENGAL,36,2007,Middle,2018,1227,3245
WEST BENGAL,36,2007,Matriculate/Secondary,1369,710,2079
WEST BENGAL,36,2007,Hr. Secondary/Intermediate/Pre-University,637,430,1067
WEST BENGAL,36,2007,Diploma,27,12,39
WEST BENGAL,36,2007,Graduate,274,102,376
WEST BENGAL,36,2007,Post Graduate and Above,33,8,41
WEST BENGAL,36,2008,No Education,1150,1263,2413
WEST BENGAL,36,2008,Primary,2830,2291,5121
WEST BENGAL,36,2008,Middle,2277,1577,3854
WEST BENGAL,36,2008,Matriculate/Secondary,1159,778,1937
WEST BENGAL,36,2008,Hr. Secondary/Intermediate/Pre-University,679,441,1120
WEST BENGAL,36,2008,Diploma,31,13,44
WEST BENGAL,36,2008,Graduate,212,107,319
WEST BENGAL,36,2008,Post Graduate and Above,31,13,44
WEST BENGAL,36,2009,No Education,1350,1312,2662
WEST BENGAL,36,2009,Primary,2466,2083,4549
WEST BENGAL,36,2009,Middle,2331,1472,3803
WEST BENGAL,36,2009,Matriculate/Secondary,1371,766,2137
WEST BENGAL,36,2009,Hr. Secondary/Intermediate/Pre-University,657,349,1006
WEST BENGAL,36,2009,Diploma,38,24,62
WEST BENGAL,36,2009,Graduate,258,137,395
WEST BENGAL,36,2009,Post Graduate and Above,23,11,34
WEST BENGAL,36,2010,No Education,1120,999,2119
WEST BENGAL,36,2010,Primary,3945,3040,6985
WEST BENGAL,36,2010,Middle,2218,1349,3567
WEST BENGAL,36,2010,Matriculate/Secondary,1062,805,1867
WEST BENGAL,36,2010,Hr. Secondary/Intermediate/Pre-University,644,382,1026
